Player,Team,G,MP,PER,EFF,EFF_per_40,EWA,Poss_per_G,Tm_Poss_per_G,Pct_of_Tm_Poss,Pts_per_Poss,FGA_per_Poss,FTA_per_Poss,AST_per_Poss,TO_per_Poss,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Andrius Slezas,Lietuvos Rytas,15,11.6,9.3,3.0,10.4,-0.13,3.5,73.2,4.8%,0.91,0.99,0.36,0.13,0.15,/profile/Andrius-Slezas-37178/,/stats/euroleague/2006/Lietuvos%20Rytas,2006,euroleague,Andrius-Slezas-37178,Lietuvos%20Rytas
Rashid Atkins,Prokom,3,11.4,-2.5,-1.0,-3.5,-0.23,7.0,72.8,9.6%,0.43,0.76,0.10,0.00,0.19,/profile/Rashid-Atkins-37011/,/stats/euroleague/2006/Prokom,2006,euroleague,Rashid-Atkins-37011,Prokom
Sven Schultze,Milano,13,11.2,5.3,2.0,7.1,-0.40,3.9,74.5,5.2%,0.87,0.87,0.20,0.18,0.28,/profile/Sven-Schultze-5582/,/stats/euroleague/2006/Milano,2006,euroleague,Sven-Schultze-5582,Milano
Luigi Datome,Siena,11,11.2,21.5,6.3,22.4,0.65,4.0,71.6,5.6%,1.29,0.88,0.09,0.09,0.20,/profile/Luigi-Datome-263/,/stats/euroleague/2006/Siena,2006,euroleague,Luigi-Datome-263,Siena
Marcelo Nicola,Siena,13,11.1,14.9,4.8,17.2,0.29,4.2,71.6,5.9%,1.02,0.82,0.18,0.24,0.20,/profile/Marcelo-Nicola-35531/,/stats/euroleague/2006/Siena,2006,euroleague,Marcelo-Nicola-35531,Siena
Benjamin Eze,Siena,11,11.0,14.5,4.8,17.4,0.22,2.9,71.6,4.1%,1.06,0.69,0.41,0.00,0.25,/profile/Benjamin-Eze-5364/,/stats/euroleague/2006/Siena,2006,euroleague,Benjamin-Eze-5364,Siena
Sandis Buskevics,Lietuvos Rytas,13,11.0,8.8,3.2,11.7,-0.14,3.9,73.2,5.4%,0.76,0.74,0.16,0.23,0.23,/profile/Sandis-Buskevics-38560/,/stats/euroleague/2006/Lietuvos%20Rytas,2006,euroleague,Sandis-Buskevics-38560,Lietuvos%20Rytas
Dusan Sakota,Panathinaikos,14,10.5,12.0,3.5,13.3,0.08,3.6,71.8,5.0%,1.24,1.05,0.12,0.06,0.18,/profile/Dusan-Sakota-204/,/stats/euroleague/2006/Panathinaikos,2006,euroleague,Dusan-Sakota-204,Panathinaikos
Christos Harissis,Olympiakos,19,10.4,10.8,3.1,11.9,0.00,3.7,74.4,5.0%,0.88,0.91,0.16,0.33,0.18,/profile/Christos-Harissis-35807/,/stats/euroleague/2006/Olympiakos,2006,euroleague,Christos-Harissis-35807,Olympiakos
Georgios Kalaitzis,Panathinaikos,6,10.2,5.5,2.2,8.5,-0.16,2.0,71.8,2.7%,0.85,0.68,0.17,0.08,0.34,/profile/Georgios-Kalaitzis-35971/,/stats/euroleague/2006/Panathinaikos,2006,euroleague,Georgios-Kalaitzis-35971,Panathinaikos
Boudji Yaici,Strasbourg,2,10.1,-2.8,0.5,2.0,-0.14,3.0,71.8,4.2%,0.33,0.67,0.00,0.17,0.33,/profile/Boudji-Yaici-38303/,/stats/euroleague/2006/Strasbourg,2006,euroleague,Boudji-Yaici-38303,Strasbourg
Richard Stafford,Bamberg,10,10.1,12.2,3.6,14.3,0.07,3.2,68.2,4.8%,0.89,0.68,0.28,0.31,0.25,/profile/Richard-Stafford-38142/,/stats/euroleague/2006/Bamberg,2006,euroleague,Richard-Stafford-38142,Bamberg
Arnaldo De Sousa,Treviso,3,10.0,2.1,1.3,5.3,-0.13,4.3,71.2,6.1%,0.39,0.54,0.15,0.62,0.39,/profile/Arnaldinho-De-Souza-38331/,/stats/euroleague/2006/Treviso,2006,euroleague,Arnaldinho-De-Souza-38331,Treviso
Brandon Hunter,Panathinaikos,2,10.0,0.5,2.0,8.0,-0.10,5.6,71.8,7.9%,0.62,0.53,0.09,0.09,0.53,/profile/Brandon-Hunter-2909/,/stats/euroleague/2006/Panathinaikos,2006,euroleague,Brandon-Hunter-2909,Panathinaikos
Ed Cota,Barcelona,10,10.0,8.8,2.9,11.6,-0.10,2.7,70.4,3.8%,0.75,0.79,0.23,0.64,0.26,/profile/Ed-Cota-5220/,/stats/euroleague/2006/Barcelona,2006,euroleague,Ed-Cota-5220,Barcelona
Dimitrios Papanikolaou,Panathinaikos,20,10.0,11.7,3.3,13.2,0.09,2.8,71.8,4.0%,0.93,0.83,0.44,0.12,0.12,/profile/Dimitrios-Papanikolaou-35439/,/stats/euroleague/2006/Panathinaikos,2006,euroleague,Dimitrios-Papanikolaou-35439,Panathinaikos
Boris Bakic,Partizan,6,10.0,-1.1,0.0,0.0,-0.35,2.1,74.2,2.9%,0.78,0.78,1.10,0.16,0.47,/profile/Boris-Bakic-35665/,/stats/euroleague/2006/Partizan,2006,euroleague,Boris-Bakic-35665,Partizan
Luksa Andric,Cibona Zagreb,14,9.7,8.1,2.9,12.1,-0.18,3.2,70.2,4.5%,0.93,0.70,0.47,0.02,0.29,/profile/Luksa-Andric-1048/,/stats/euroleague/2006/Cibona%20Zagreb,2006,euroleague,Luksa-Andric-1048,Cibona%20Zagreb
Souarata Cisse,Pau-Orthez,12,9.5,11.3,2.3,9.8,0.03,2.8,71.1,3.9%,1.14,0.84,0.30,0.03,0.15,/profile/Souarata-Cisse-200/,/stats/euroleague/2006/Pau-Orthez,2006,euroleague,Souarata-Cisse-200,Pau-Orthez
Remon Van De Hare,Olimpija Ljubljana,7,9.4,3.3,3.1,13.3,-0.25,3.2,70.6,4.6%,0.57,0.62,0.04,0.00,0.48,/profile/Remon-Van-de-Hare-36358/,/stats/euroleague/2006/Olimpija%20Ljubljana,2006,euroleague,Remon-Van-de-Hare-36358,Olimpija%20Ljubljana
Mike Nahar,Bamberg,11,9.4,3.7,2.1,8.9,-0.37,3.5,68.2,5.1%,0.71,0.81,0.11,0.03,0.21,/profile/Mike-Nahar-36244/,/stats/euroleague/2006/Bamberg,2006,euroleague,Mike-Nahar-36244,Bamberg
Eduardo Hernandez-Sonseca,Real Madrid,16,9.3,18.1,4.4,18.8,0.54,2.8,68.3,4.1%,1.12,1.07,0.11,0.07,0.09,/profile/Eduardo-Hernandez-Sonseca-113/,/stats/euroleague/2006/Real%20Madrid,2006,euroleague,Eduardo-Hernandez-Sonseca-113,Real%20Madrid
Lionel Chalmers,Vitoria,8,9.3,-0.3,0.8,3.2,-0.41,4.5,73.0,6.2%,0.66,0.77,0.28,0.14,0.33,/profile/Lionel-Chalmers-1968/,/stats/euroleague/2006/Vitoria,2006,euroleague,Lionel-Chalmers-1968,Vitoria
Sharon Shason,Maccabi Tel Aviv,25,9.3,14.8,4.0,17.3,0.46,2.8,76.1,3.6%,1.32,0.95,0.19,0.13,0.10,/profile/Sharon-Shason-38573/,/stats/euroleague/2006/Maccabi%20Tel%20Aviv,2006,euroleague,Sharon-Shason-38573,Maccabi%20Tel%20Aviv
Matt Freije,Olympiakos,2,9.3,-6.6,-1.5,-6.5,-0.16,2.0,74.4,2.7%,1.50,2.75,0.00,0.00,0.25,/profile/Matt-Freije-2479/,/stats/euroleague/2006/Olympiakos,2006,euroleague,Matt-Freije-2479,Olympiakos
Zakhar Pashutin,CSKA Moscow,14,9.2,13.2,3.4,14.9,0.15,2.4,71.3,3.4%,0.88,0.97,0.18,0.35,0.12,/profile/Zakhar-Pashutin-36547/,/stats/euroleague/2006/CSKA%20Moscow,2006,euroleague,Zakhar-Pashutin-36547,CSKA%20Moscow
Nikita Kurbanov,CSKA Moscow,17,9.1,8.4,2.5,11.1,-0.18,2.4,71.3,3.4%,0.82,0.70,0.41,0.12,0.22,/profile/Nikita-Kurbanov-5896/,/stats/euroleague/2006/CSKA%20Moscow,2006,euroleague,Nikita-Kurbanov-5896,CSKA%20Moscow
Giorgos Printezis,Olympiakos,8,8.9,15.4,3.4,15.2,0.16,2.9,74.4,3.9%,1.28,0.77,0.51,0.04,0.09,/profile/Giorgos-Printezis-1295/,/stats/euroleague/2006/Olympiakos,2006,euroleague,Giorgos-Printezis-1295,Olympiakos
Guilherme Giovannoni,Treviso,4,8.4,2.8,2.0,9.5,-0.13,3.0,71.2,4.2%,0.58,0.83,0.00,0.08,0.17,/profile/Guilherme-Giovannoni-36014/,/stats/euroleague/2006/Treviso,2006,euroleague,Guilherme-Giovannoni-36014,Treviso
Jurica Zuza,Cibona Zagreb,9,8.2,14.7,3.0,14.6,0.14,2.0,70.2,2.8%,1.50,1.11,0.45,0.00,0.17,/profile/Jurica-Zuza-36130/,/stats/euroleague/2006/Cibona%20Zagreb,2006,euroleague,Jurica-Zuza-36130,Cibona%20Zagreb
Giorgos Tsiaras,AEK Athens,6,8.2,12.6,2.7,13.1,0.04,2.6,70.0,3.8%,0.88,0.94,0.06,0.13,0.19,/profile/Giorgos-Tsiaras-36002/,/stats/euroleague/2006/AEK%20Athens,2006,euroleague,Giorgos-Tsiaras-36002,AEK%20Athens
Drago Pasalic,Fenerbahce,14,7.9,3.5,1.3,6.5,-0.40,3.2,71.5,4.5%,0.80,0.78,0.29,0.00,0.27,/profile/Drago-Pasalic-27/,/stats/euroleague/2006/Fenerbahce,2006,euroleague,Drago-Pasalic-27,Fenerbahce
Povilas Ciukinas,Lietuvos Rytas,12,7.9,13.6,3.5,17.7,0.13,1.9,73.2,2.6%,1.02,0.84,0.18,0.27,0.18,/profile/Povilas-Ciukinas-446/,/stats/euroleague/2006/Lietuvos%20Rytas,2006,euroleague,Povilas-Ciukinas-446,Lietuvos%20Rytas
Nikita Shabalkin,CSKA Moscow,2,7.9,3.3,1.5,7.6,-0.06,3.5,71.3,4.9%,0.86,0.72,0.29,0.00,0.43,/profile/Nikita-Shabalkin-239/,/stats/euroleague/2006/CSKA%20Moscow,2006,euroleague,Nikita-Shabalkin-239,CSKA%20Moscow
Aleksandar Ugrinoski,Cibona Zagreb,2,7.9,-1.5,-0.5,-2.5,-0.10,2.0,70.2,2.8%,0.75,0.75,0.50,0.25,0.75,/profile/Aleksandar-Ugrinoski-532/,/stats/euroleague/2006/Cibona%20Zagreb,2006,euroleague,Aleksandar-Ugrinoski-532,Cibona%20Zagreb
Ali Bouziane,Prokom,7,7.8,2.0,1.0,5.1,-0.24,2.6,72.8,3.6%,0.77,0.99,0.11,0.44,0.44,/profile/Ali-Bouziane-36573/,/stats/euroleague/2006/Prokom,2006,euroleague,Ali-Bouziane-36573,Prokom
Ernest Brown,Fenerbahce,1,7.8,1.6,0.0,0.0,-0.04,3.0,71.5,4.2%,0.67,0.67,0.67,0.00,0.34,/profile/Ernest-Brown-1820/,/stats/euroleague/2006/Fenerbahce,2006,euroleague,Ernest-Brown-1820,Fenerbahce
Mustafa Abi,Anadolu Efes,12,7.7,-4.7,0.1,0.4,-0.71,0.8,70.9,1.2%,0.20,0.30,0.20,0.10,0.60,/profile/Mustafa-Abi-36255/,/stats/euroleague/2006/Anadolu%20Efes,2006,euroleague,Mustafa-Abi-36255,Anadolu%20Efes
Darius Silinskis,Zalgiris,13,7.7,10.0,2.5,12.8,-0.04,2.2,73.6,3.0%,0.87,0.94,0.42,0.07,0.17,/profile/Darius-Silinskis-141/,/stats/euroleague/2006/Zalgiris,2006,euroleague,Darius-Silinskis-141,Zalgiris
Kirk Penney,Maccabi Tel Aviv,19,7.6,15.5,2.9,15.6,0.34,2.5,76.1,3.3%,1.32,0.84,0.29,0.02,0.10,/profile/Kirk-Penney-3914/,/stats/euroleague/2006/Maccabi%20Tel%20Aviv,2006,euroleague,Kirk-Penney-3914,Maccabi%20Tel%20Aviv
Patrick Femerling,Panathinaikos,6,7.5,17.9,2.8,15.2,0.16,2.6,71.8,3.6%,1.15,0.70,0.70,0.06,0.06,/profile/Patrick-Femerling-35577/,/stats/euroleague/2006/Panathinaikos,2006,euroleague,Patrick-Femerling-35577,Panathinaikos
Marc Gasol,Barcelona,13,7.4,20.1,3.8,20.8,0.45,2.4,70.4,3.4%,1.27,0.64,0.54,0.13,0.16,/profile/Marc-Gasol-155/,/stats/euroleague/2006/Barcelona,2006,euroleague,Marc-Gasol-155,Barcelona
Spiros Magounis,AEK Athens,8,7.3,1.8,0.8,4.1,-0.26,1.7,70.0,2.5%,0.72,1.15,0.00,0.14,0.22,/profile/Spiros-Magounis-37626/,/stats/euroleague/2006/AEK%20Athens,2006,euroleague,Spiros-Magounis-37626,AEK%20Athens
Bekir Yarangume,Fenerbahce,9,7.2,10.6,2.0,11.1,-0.01,2.0,71.5,2.7%,0.85,0.73,0.34,0.28,0.17,/profile/Bekir-Yarangume-38298/,/stats/euroleague/2006/Fenerbahce,2006,euroleague,Bekir-Yarangume-38298,Fenerbahce
Laurent Foirest,Pau-Orthez,2,7.0,-7.3,0.0,0.0,-0.13,2.5,71.1,3.5%,0.00,0.80,0.00,0.20,0.20,/profile/Laurent-Foirest-35519/,/stats/euroleague/2006/Pau-Orthez,2006,euroleague,Laurent-Foirest-35519,Pau-Orthez
Hector Garcia,Real Madrid,9,6.9,4.1,1.0,5.8,-0.21,1.5,68.3,2.2%,0.95,1.10,0.15,0.29,0.37,/profile/Hector-Garcia-36786/,/stats/euroleague/2006/Real%20Madrid,2006,euroleague,Hector-Garcia-36786,Real%20Madrid
Damond Edwards,Partizan,1,6.5,-9.6,-1.0,-6.2,-0.07,1.0,74.2,1.3%,0.00,1.00,0.00,1.00,1.00,/profile/Damond-Edwards-35848/,/stats/euroleague/2006/Partizan,2006,euroleague,Damond-Edwards-35848,Partizan
Yaniv Green,Maccabi Tel Aviv,22,6.5,15.1,2.9,17.6,0.31,1.9,76.1,2.5%,1.11,0.71,0.57,0.12,0.17,/profile/Yaniv-Green-5552/,/stats/euroleague/2006/Maccabi%20Tel%20Aviv,2006,euroleague,Yaniv-Green-5552,Maccabi%20Tel%20Aviv
Caner Oner,Fenerbahce,2,6.4,0.1,0.0,0.0,-0.07,0.5,71.5,0.7%,3.00,6.00,0.00,0.00,0.00,/profile/Caner-Oner-38308/,/stats/euroleague/2006/Fenerbahce,2006,euroleague,Caner-Oner-38308,Fenerbahce
Fabio Lovatti,Fortitudo Bologna,1,6.3,9.9,2.0,12.8,-0.00,1.0,74.9,1.3%,2.00,2.00,0.00,1.00,0.00,/profile/Fabio-Lovatti-37851/,/stats/euroleague/2006/Fortitudo%20Bologna,2006,euroleague,Fabio-Lovatti-37851,Fortitudo%20Bologna
Elson Mendy,Strasbourg,1,6.3,48.3,7.0,44.8,0.12,3.0,71.8,4.2%,1.67,1.33,0.00,0.33,0.00,/profile/Elson-Mendy-38346/,/stats/euroleague/2006/Strasbourg,2006,euroleague,Elson-Mendy-38346,Strasbourg
Nikos Papanikolaou,AEK Athens,8,6.0,-2.0,0.0,0.0,-0.31,0.7,70.0,1.0%,1.06,1.76,0.00,0.00,0.18,/profile/Nikos-Papanikolaou-38090/,/stats/euroleague/2006/AEK%20Athens,2006,euroleague,Nikos-Papanikolaou-38090,AEK%20Athens
Baris Ermis,Anadolu Efes,11,6.0,10.0,1.5,10.3,-0.03,1.9,70.9,2.7%,0.92,0.58,0.19,0.48,0.48,/profile/Baris-Ermis-37752/,/stats/euroleague/2006/Anadolu%20Efes,2006,euroleague,Baris-Ermis-37752,Anadolu%20Efes
Alper Yilmaz,Anadolu Efes,8,6.0,-3.9,0.0,0.0,-0.35,1.3,70.9,1.8%,0.30,0.60,0.00,0.20,0.40,/profile/Alper-Yilmaz-35713/,/stats/euroleague/2006/Anadolu%20Efes,2006,euroleague,Alper-Yilmaz-35713,Anadolu%20Efes
Vladimir Dyachok,CSKA Moscow,4,5.8,1.1,0.5,3.4,-0.11,2.0,71.3,2.8%,0.63,0.76,0.51,0.13,0.00,/profile/Vladimir-Dyachok-38623/,/stats/euroleague/2006/CSKA%20Moscow,2006,euroleague,Vladimir-Dyachok-38623,CSKA%20Moscow
Ernests Kalve,Treviso,5,5.8,9.7,1.2,8.3,-0.02,2.0,71.2,2.8%,0.81,0.61,0.61,0.10,0.10,/profile/Ernests-Kalve-530/,/stats/euroleague/2006/Treviso,2006,euroleague,Ernests-Kalve-530,Treviso
Victor Sada,Barcelona,9,5.7,5.5,1.6,10.9,-0.14,1.2,70.4,1.7%,0.65,0.37,0.55,0.37,0.37,/profile/Victor-Sada-5554/,/stats/euroleague/2006/Barcelona,2006,euroleague,Victor-Sada-5554,Barcelona
Lazaros Agadakos,Olympiakos,9,5.7,8.7,1.2,8.6,-0.05,1.9,74.4,2.5%,1.02,0.84,0.24,0.06,0.24,/profile/Lazaros-Agadakos-35520/,/stats/euroleague/2006/Olympiakos,2006,euroleague,Lazaros-Agadakos-35520,Olympiakos
Nedzad Sinanovic,Real Madrid,7,5.6,4.3,1.3,9.1,-0.13,2.0,68.3,2.9%,0.51,0.51,0.36,0.00,0.44,/profile/Nedzad-Sinanovic-37523/,/stats/euroleague/2006/Real%20Madrid,2006,euroleague,Nedzad-Sinanovic-37523,Real%20Madrid
Vasily Zavoruev,CSKA Moscow,13,5.2,9.6,1.2,8.9,-0.04,0.9,71.3,1.3%,1.22,1.14,0.16,0.24,0.24,/profile/Vasily-Zavoruev-264/,/stats/euroleague/2006/CSKA%20Moscow,2006,euroleague,Vasily-Zavoruev-264,CSKA%20Moscow
Davide Bruttini,Fortitudo Bologna,5,5.0,-5.5,-0.4,-3.2,-0.20,1.3,74.9,1.7%,0.32,0.63,0.94,0.00,0.16,/profile/Davide-Bruttini-38330/,/stats/euroleague/2006/Fortitudo%20Bologna,2006,euroleague,Davide-Bruttini-38330,Fortitudo%20Bologna
Derya Yannier,Fenerbahce,5,5.0,13.5,2.0,16.2,0.03,1.1,71.5,1.5%,1.29,0.74,0.37,0.18,0.18,/profile/Derya-Yannier-38332/,/stats/euroleague/2006/Fenerbahce,2006,euroleague,Derya-Yannier-38332,Fenerbahce
Marko Antonijevic,Olimpija Ljubljana,5,4.8,4.1,0.8,6.7,-0.08,1.0,70.6,1.4%,0.60,0.60,0.00,0.00,0.40,/profile/Marko-Antonijevic-37481/,/stats/euroleague/2006/Olimpija%20Ljubljana,2006,euroleague,Marko-Antonijevic-37481,Olimpija%20Ljubljana
Jesus Lazaro,Malaga,6,4.6,20.3,2.5,21.8,0.13,1.3,71.2,1.8%,1.33,0.53,0.53,0.40,0.27,/profile/Jesus-Lazaro-36091/,/stats/euroleague/2006/Malaga,2006,euroleague,Jesus-Lazaro-36091,Malaga
Daniele Cavaliero,Milano,6,4.5,-10.1,-0.2,-1.5,-0.28,1.7,74.5,2.2%,0.30,0.40,0.00,0.30,0.80,/profile/Daniele-Cavaliero-35858/,/stats/euroleague/2006/Milano,2006,euroleague,Daniele-Cavaliero-35858,Milano
Luca Sottana,Treviso,9,4.3,10.3,1.1,10.5,-0.01,1.1,71.2,1.6%,1.17,0.78,0.19,0.10,0.29,/profile/Luca-Sottana-35525/,/stats/euroleague/2006/Treviso,2006,euroleague,Luca-Sottana-35525,Treviso
Alen Trepalovac,Cibona Zagreb,1,4.3,64.3,5.0,47.1,0.11,2.5,70.2,3.5%,2.02,1.21,0.81,0.00,0.00,/profile/Alen-Trepalovac-38263/,/stats/euroleague/2006/Cibona%20Zagreb,2006,euroleague,Alen-Trepalovac-38263,Cibona%20Zagreb
Ivan Pavic,Bamberg,5,4.2,-6.0,-0.2,-1.9,-0.18,1.2,68.2,1.8%,0.33,0.83,0.00,0.00,0.17,/profile/Ivan-Pavic-37923/,/stats/euroleague/2006/Bamberg,2006,euroleague,Ivan-Pavic-37923,Bamberg
Ivan Koljevic,Olympiakos,4,4.1,1.2,0.8,7.3,-0.08,2.0,74.4,2.7%,0.50,0.63,0.00,0.25,0.38,/profile/Ivan-Koljevic-38/,/stats/euroleague/2006/Olympiakos,2006,euroleague,Ivan-Koljevic-38,Olympiakos
Anatoly Kashirov,CSKA Moscow,5,4.1,6.7,1.0,9.9,-0.04,1.6,71.3,2.3%,0.86,0.86,0.12,0.00,0.49,/profile/Anatoly-Kashirov-38273/,/stats/euroleague/2006/CSKA%20Moscow,2006,euroleague,Anatoly-Kashirov-38273,CSKA%20Moscow
Nenad Stefanovic,Partizan,8,3.6,9.9,0.8,8.3,-0.01,0.5,74.2,0.7%,2.32,1.55,2.06,1.03,0.00,/profile/Nenad-Stefanovic-38511/,/stats/euroleague/2006/Partizan,2006,euroleague,Nenad-Stefanovic-38511,Partizan
Ernest Novak,Olimpija Ljubljana,1,3.5,-12.0,-1.0,-11.4,-0.04,0.0,70.6,0.0%,0.00,0.00,0.00,0.00,0.00,/profile/Ernest-Novak-35913/,/stats/euroleague/2006/Olimpija%20Ljubljana,2006,euroleague,Ernest-Novak-35913,Olimpija%20Ljubljana
Novica Velickovic,Partizan,12,3.4,2.4,0.8,8.8,-0.17,1.4,74.2,1.8%,0.73,0.43,0.18,0.00,0.49,/profile/Novica-Velickovic-5141/,/stats/euroleague/2006/Partizan,2006,euroleague,Novica-Velickovic-5141,Partizan
Jonathan Aka,Pau-Orthez,3,3.3,1.6,0.7,8.0,-0.05,1.3,71.1,1.8%,0.77,0.52,1.03,0.00,0.00,/profile/Jonathan-Aka-37408/,/stats/euroleague/2006/Pau-Orthez,2006,euroleague,Jonathan-Aka-37408,Pau-Orthez
Dimitris Kalaitzidis,Olympiakos,1,3.3,-21.5,-1.0,-12.3,-0.05,1.0,74.4,1.3%,0.00,0.00,0.00,0.00,1.00,/profile/Dimitris-Kalaitzidis-36674/,/stats/euroleague/2006/Olympiakos,2006,euroleague,Dimitris-Kalaitzidis-36674,Olympiakos
Peja Samardziski,Partizan,2,3.1,5.0,1.0,12.8,-0.02,0.3,74.2,0.3%,0.00,4.00,0.00,0.00,0.00,/profile/Peja-Samardziski-149/,/stats/euroleague/2006/Partizan,2006,euroleague,Peja-Samardziski-149,Partizan
Giannis Athanasoulas,AEK Athens,1,3.0,-14.1,0.0,0.0,-0.04,0.0,70.0,0.0%,0.00,0.00,0.00,0.00,0.00,/profile/Giannis-Athanasoulas-38381/,/stats/euroleague/2006/AEK%20Athens,2006,euroleague,Giannis-Athanasoulas-38381,AEK%20Athens
Ernestas Ezerskis,Lietuvos Rytas,1,3.0,-4.5,0.0,0.0,-0.02,0.0,73.2,0.0%,0.00,0.00,0.00,0.00,0.00,/profile/Ernestas-Ezerskis-38352/,/stats/euroleague/2006/Lietuvos%20Rytas,2006,euroleague,Ernestas-Ezerskis-38352,Lietuvos%20Rytas
Luka Zoric,Olimpija Ljubljana,2,3.0,-24.7,-1.0,-13.3,-0.11,1.0,70.6,1.4%,0.00,0.50,0.00,0.00,1.00,/profile/Luka-Zoric-5931/,/stats/euroleague/2006/Olimpija%20Ljubljana,2006,euroleague,Luka-Zoric-5931,Olimpija%20Ljubljana
Nikos Argyropoulos,Olympiakos,3,2.8,13.7,0.7,9.4,0.01,0.3,74.4,0.4%,2.13,2.13,2.13,0.00,0.00,/profile/Nikos-Argyropoulos-37532/,/stats/euroleague/2006/Olympiakos,2006,euroleague,Nikos-Argyropoulos-37532,Olympiakos
Mutlu Demir,Anadolu Efes,3,2.8,20.5,1.3,19.4,0.04,0.9,70.9,1.2%,1.13,0.00,1.51,0.00,0.38,/profile/Mutlu-Demir-38499/,/stats/euroleague/2006/Anadolu%20Efes,2006,euroleague,Mutlu-Demir-38499,Anadolu%20Efes
DeJuan Collins,Zalgiris,2,36.3,6.4,8.0,8.8,-0.16,12.5,72.9,17.1%,0.68,0.56,0.28,0.32,0.36,/profile/DeJuan-Collins-5203/,/stats/euroleague/2007/Zalgiris,2007,euroleague,DeJuan-Collins-5203,Zalgiris
Devin Green,Koln,5,35.5,11.2,10.4,11.7,0.03,15.5,72.4,21.3%,0.80,0.76,0.30,0.16,0.19,/profile/Devin-Green-303/,/stats/euroleague/2007/Koln,2007,euroleague,Devin-Green-303,Koln
Davor Kus,Cibona Zagreb,14,34.5,14.4,11.9,13.8,0.87,12.8,75.3,17.0%,1.07,0.63,0.46,0.25,0.24,/profile/Davor-Kus-5392/,/stats/euroleague/2007/Cibona%20Zagreb,2007,euroleague,Davor-Kus-5392,Cibona%20Zagreb
Marko Popovic,Zalgiris,7,34.4,17.1,13.0,15.1,0.75,15.6,72.9,21.4%,0.97,0.74,0.30,0.31,0.12,/profile/Marko-Popovic-5353/,/stats/euroleague/2007/Zalgiris,2007,euroleague,Marko-Popovic-5353,Zalgiris
Drew Nicholas,Anadolu Efes,20,34.3,15.4,12.3,14.3,1.58,13.8,70.7,19.5%,1.01,0.77,0.23,0.28,0.15,/profile/Drew-Nicholas-5217/,/stats/euroleague/2007/Anadolu%20Efes,2007,euroleague,Drew-Nicholas-5217,Anadolu%20Efes
Vonteego Cummings,Partizan,20,34.1,13.0,11.6,13.5,0.75,13.8,75.2,18.4%,0.94,0.71,0.29,0.24,0.20,/profile/Vonteego-Cummings-2109/,/stats/euroleague/2007/Partizan,2007,euroleague,Vonteego-Cummings-2109,Partizan
Scoonie Penn,Olympiakos,22,33.4,12.0,10.8,13.0,0.42,13.2,76.1,17.3%,0.90,0.70,0.35,0.26,0.20,/profile/Scoonie-Penn-5329/,/stats/euroleague/2007/Olympiakos,2007,euroleague,Scoonie-Penn-5329,Olympiakos
Nikolaos Zisis,Treviso,20,33.1,13.7,11.6,14.0,0.96,11.7,69.9,16.7%,0.94,0.74,0.27,0.37,0.17,/profile/Nikolaos-Zisis-117/,/stats/euroleague/2007/Treviso,2007,euroleague,Nikolaos-Zisis-117,Treviso
Kenny Gregory,Le Mans,14,33.0,15.9,14.4,17.5,1.16,14.2,70.1,20.2%,1.05,0.84,0.14,0.16,0.18,/profile/Kenny-Gregory-5355/,/stats/euroleague/2007/Le%20Mans,2007,euroleague,Kenny-Gregory-5355,Le%20Mans
Alex Acker,Olympiakos,22,32.6,16.6,15.1,18.5,2.06,14.3,76.1,18.8%,1.00,0.77,0.29,0.17,0.21,/profile/Alex-Acker-339/,/stats/euroleague/2007/Olympiakos,2007,euroleague,Alex-Acker-339,Olympiakos
Ibrahim Kutluay,Fenerbahce,14,32.4,12.0,8.3,10.2,0.26,11.0,72.2,15.3%,1.05,0.84,0.25,0.13,0.12,/profile/Ibrahim-Kutluay-3234/,/stats/euroleague/2007/Fenerbahce,2007,euroleague,Ibrahim-Kutluay-3234,Fenerbahce
Will Solomon,Fenerbahce,11,32.1,14.1,11.7,14.6,0.57,16.3,72.2,22.6%,0.84,0.71,0.10,0.23,0.24,/profile/Will-Solomon-5225/,/stats/euroleague/2007/Fenerbahce,2007,euroleague,Will-Solomon-5225,Fenerbahce
David Bluthenthal,Fortitudo Bologna,14,31.7,17.6,14.2,17.9,1.51,12.9,74.6,17.2%,1.25,0.95,0.16,0.09,0.10,/profile/David-Bluthenthal-5412/,/stats/euroleague/2007/Fortitudo%20Bologna,2007,euroleague,David-Bluthenthal-5412,Fortitudo%20Bologna
Predrag Drobnjak,Partizan,20,31.6,19.6,16.2,20.5,2.76,14.5,75.2,19.3%,1.08,0.84,0.31,0.12,0.18,/profile/Predrag-Drobnjak-2276/,/stats/euroleague/2007/Partizan,2007,euroleague,Predrag-Drobnjak-2276,Partizan
Eric Campbell,Le Mans,14,31.5,23.0,18.4,23.4,2.67,10.3,70.1,14.7%,1.32,0.84,0.31,0.15,0.15,/profile/Eric-Campbell-5571/,/stats/euroleague/2007/Le%20Mans,2007,euroleague,Eric-Campbell-5571,Le%20Mans
David Hawkins,Roma,17,31.5,14.2,9.6,12.2,0.91,12.4,72.1,17.2%,1.09,1.01,0.36,0.13,0.17,/profile/David-Hawkins-5356/,/stats/euroleague/2007/Roma,2007,euroleague,David-Hawkins-5356,Roma
