Player,Team,G,MP,PTS,FG_2P,FG_2PA,FG_2P_Pct,FG_3P,FGA_3P,FG_3P_Pct,FT,FTA,FT_Pct,OREB,DREB,REB,AST,STL,BLK,TO,PF,Player_Link,Team_Link,Season,League,DX_Player_ID,DX_Team_ID
Chris McGuthrie,Groningen,10,24.8,14.7,2.5,6.9,36.6%,2.9,10.3,27.9%,1.0,1.4,75.0%,0.5,2.4,2.9,4.6,2.0,0.0,3.2,2.9,/profile/Chris-McGuthrie-36617/,/stats/eurocup/2005/Groningen,2005,eurocup,Chris-McGuthrie-36617,Groningen
Alex Mumbru,Joventut,12,23.3,14.7,3.0,6.3,47.7%,2.1,5.4,39.5%,2.3,3.0,76.2%,1.9,4.0,5.8,1.6,1.7,0.0,1.9,3.7,/profile/Alex-Mumbru-5544/,/stats/eurocup/2005/Joventut,2005,eurocup,Alex-Mumbru-5544,Joventut
Raitis Grafs,Wroclaw,12,20.8,14.7,4.8,8.6,55.6%,0.3,0.5,66.7%,4.1,5.3,78.8%,2.1,6.5,8.6,1.3,1.9,2.1,3.0,5.6,/profile/Raitis-Grafs-32301/,/stats/eurocup/2005/Wroclaw,2005,eurocup,Raitis-Grafs-32301,Wroclaw
Armands Skele,Liege,10,29.1,14.6,4.6,8.0,57.4%,0.5,2.0,26.7%,3.9,5.1,76.9%,0.3,2.9,3.1,4.0,1.8,0.1,3.3,3.8,/profile/Armands-Skele-114/,/stats/eurocup/2005/Liege,2005,eurocup,Armands-Skele-114,Liege
Marcelo Huertas,Joventut,12,16.0,14.6,4.0,8.8,45.2%,1.7,4.2,40.0%,1.7,2.3,72.7%,0.6,1.7,2.3,5.6,2.7,0.2,5.2,3.3,/profile/Marcelo-Huertas-29/,/stats/eurocup/2005/Joventut,2005,eurocup,Marcelo-Huertas-29,Joventut
Peter Lorant,Debreceni,10,15.3,14.6,6.3,10.9,57.1%,0.0,0.8,0.0%,2.1,3.9,53.3%,4.9,5.7,10.7,1.8,2.1,1.0,2.1,9.6,/profile/Peter-Lorant-38113/,/stats/eurocup/2005/Debreceni,2005,eurocup,Peter-Lorant-38113,Debreceni
Sasa Stefanovic,Turk Telekom,10,29.2,14.6,2.6,6.6,39.2%,1.7,5.2,32.5%,4.4,5.0,87.2%,0.1,2.3,2.5,3.5,0.6,0.0,4.6,3.9,/profile/Sasa-Stefanovic-37596/,/stats/eurocup/2005/Turk%20Telekom,2005,eurocup,Sasa-Stefanovic-37596,Turk%20Telekom
Desmon Farmer,Aris,9,28.4,14.5,2.9,8.4,34.5%,2.0,6.4,31.0%,2.8,4.6,60.0%,1.2,4.4,5.7,3.1,2.3,0.2,3.2,2.4,/profile/Desmon-Farmer-5199/,/stats/eurocup/2005/Aris,2005,eurocup,Desmon-Farmer-5199,Aris
Bryant Matthews,Ovarense,3,26.0,14.5,5.2,10.4,50.0%,0.0,2.1,0.0%,4.1,7.8,53.3%,5.2,2.6,7.8,1.0,3.6,0.5,6.2,6.2,/profile/Bryant-Matthews-5649/,/stats/eurocup/2005/Ovarense,2005,eurocup,Bryant-Matthews-5649,Ovarense
Balazs Simon,Bonn,10,17.9,14.5,3.2,8.0,40.0%,1.4,3.2,42.9%,3.9,4.1,94.4%,0.5,2.5,3.0,3.4,1.4,0.0,2.1,5.3,/profile/Balazs-Simon-37751/,/stats/eurocup/2005/Bonn,2005,eurocup,Balazs-Simon-37751,Bonn
Antonios Asimakopoulos,Aris,10,18.6,14.5,2.9,4.8,60.9%,1.7,2.9,57.1%,3.6,4.0,89.5%,2.9,6.3,9.2,2.7,1.5,0.2,2.9,6.5,/profile/Antonios-Asimakopoulos-37188/,/stats/eurocup/2005/Aris,2005,eurocup,Antonios-Asimakopoulos-37188,Aris
Kevin Rice,Darussafaka,10,32.4,14.4,3.4,7.3,45.8%,1.1,3.0,37.5%,4.4,5.5,79.5%,0.6,3.1,3.7,4.0,5.2,0.2,3.6,4.5,/profile/Kevin-Rice-37984/,/stats/eurocup/2005/Darussafaka,2005,eurocup,Kevin-Rice-37984,Darussafaka
Pavels Veselovs,Ventspils,6,7.5,14.4,5.1,8.5,60.0%,0.0,0.8,0.0%,4.2,7.6,55.6%,3.4,4.2,7.6,0.0,0.8,0.8,2.5,7.6,/profile/Pavels-Veselovs-38109/,/stats/eurocup/2005/Ventspils,2005,eurocup,Pavels-Veselovs-38109,Ventspils
Dejan Tomasevic,Valencia,14,30.3,14.4,5.6,10.2,54.7%,0.0,0.1,0.0%,3.3,7.1,45.9%,4.1,7.6,11.7,5.6,2.0,0.5,2.7,2.3,/profile/Dejan-Tomasevic-5591/,/stats/eurocup/2005/Valencia,2005,eurocup,Dejan-Tomasevic-5591,Valencia
Aleksandar Smiljanic,Maroussi,13,19.2,14.3,4.0,7.6,53.2%,1.6,5.0,32.3%,1.5,2.1,69.2%,0.8,2.4,3.2,2.4,1.8,0.0,1.9,2.9,/profile/Aleksandar-Smiljanic-35690/,/stats/eurocup/2005/Maroussi,2005,eurocup,Aleksandar-Smiljanic-35690,Maroussi
Jarret Stephens,Benfica Lisbon,6,28.9,14.3,4.1,9.1,45.0%,1.6,4.5,35.0%,1.4,1.8,75.0%,1.8,4.8,6.6,0.5,3.4,0.2,1.8,2.3,/profile/Jarret-Stephens-37945/,/stats/eurocup/2005/Benfica%20Lisbon,2005,eurocup,Jarret-Stephens-37945,Benfica%20Lisbon
Aigars Vitols,Ventspils,14,24.6,14.2,3.8,6.7,56.7%,1.9,6.0,31.5%,1.0,1.3,75.0%,1.0,3.1,4.1,2.0,2.4,0.0,2.0,5.6,/profile/Aigars-Vitols-37151/,/stats/eurocup/2005/Ventspils,2005,eurocup,Aigars-Vitols-37151,Ventspils
Kees Akerboom,Groningen,10,25.4,14.2,2.3,5.1,45.2%,2.3,8.2,28.0%,2.6,3.1,84.2%,2.1,2.5,4.6,0.3,2.1,0.2,1.5,2.6,/profile/Kees-Akerboom-37980/,/stats/eurocup/2005/Groningen,2005,eurocup,Kees-Akerboom-37980,Groningen
Thabo Sefolosha,Chalon,10,29.4,14.2,4.5,8.0,56.9%,0.7,2.3,29.4%,3.0,4.5,66.7%,2.3,8.3,10.6,2.6,3.4,2.1,3.2,3.9,/profile/Thabo-Sefolosha-280/,/stats/eurocup/2005/Chalon,2005,eurocup,Thabo-Sefolosha-280,Chalon
Julius Johnson,Zadar,10,31.7,14.2,3.5,5.7,60.9%,1.4,4.1,33.3%,3.1,4.0,78.1%,1.4,4.7,6.1,1.1,1.6,0.4,2.6,1.2,/profile/Julius-Johnson-5389/,/stats/eurocup/2005/Zadar,2005,eurocup,Julius-Johnson-5389,Zadar
Francisco Rodrigues,Queluz,10,33.3,14.1,1.7,4.2,40.0%,2.6,4.4,59.5%,3.0,3.9,75.8%,0.7,3.2,3.9,4.0,2.1,0.4,3.1,3.1,/profile/Francisco-Rodrigues-37867/,/stats/eurocup/2005/Queluz,2005,eurocup,Francisco-Rodrigues-37867,Queluz
Venson Hamilton,Joventut,11,23.5,14.1,5.7,9.3,61.7%,0.0,0.0,0.0%,2.6,3.9,68.0%,4.3,7.0,11.3,1.7,2.5,3.6,3.4,5.9,/profile/Venson-Hamilton-5557/,/stats/eurocup/2005/Joventut,2005,eurocup,Venson-Hamilton-5557,Joventut
Oscar Yebra,Valencia,13,22.5,13.9,1.4,2.6,52.6%,2.9,6.0,48.8%,2.4,2.9,81.0%,0.7,3.6,4.3,1.7,2.4,0.1,2.2,3.9,/profile/Oscar-Yebra-36300/,/stats/eurocup/2005/Valencia,2005,eurocup,Oscar-Yebra-36300,Valencia
Cal Bowdler,Varese,9,19.4,13.9,2.2,5.2,43.5%,1.1,2.9,38.5%,6.1,7.0,87.1%,3.1,7.0,10.1,1.1,2.2,2.0,1.8,4.0,/profile/Cal-Bowdler-1746/,/stats/eurocup/2005/Varese,2005,eurocup,Cal-Bowdler-1746,Varese
Terrel Castle,Aris,11,22.9,13.9,2.3,3.9,60.0%,1.5,4.2,37.0%,4.6,4.9,93.8%,1.2,4.3,5.6,3.2,2.2,0.2,3.2,5.4,/profile/Terrel-Castle-37089/,/stats/eurocup/2005/Aris,2005,eurocup,Terrel-Castle-37089,Aris
Albert Miralles,Cantu,9,19.6,13.9,5.7,10.9,51.9%,0.0,0.4,0.0%,2.5,6.3,40.0%,2.5,6.3,8.8,0.6,1.3,1.5,4.4,6.5,/profile/Albert-Miralles-5919/,/stats/eurocup/2005/Cantu,2005,eurocup,Albert-Miralles-5919,Cantu
Kostas Maglos,PAOK,11,9.2,13.9,6.3,11.5,55.2%,0.0,0.0,0.0%,1.2,4.0,30.0%,3.2,5.2,8.3,2.0,1.6,1.2,4.0,6.3,/profile/Kostas-Maglos-38445/,/stats/eurocup/2005/PAOK,2005,eurocup,Kostas-Maglos-38445,PAOK
Altron Jackson,Bonn,8,27.0,13.9,5.1,11.6,44.3%,0.6,2.7,21.4%,1.9,3.6,52.6%,2.5,7.0,9.5,1.9,1.7,0.0,3.0,4.7,/profile/Altron-Jackson-34138/,/stats/eurocup/2005/Bonn,2005,eurocup,Altron-Jackson-34138,Bonn
Andrea Mazzon,Napoli,1,22.8,13.9,3.5,13.9,25.0%,0.0,0.0,0.0%,6.9,10.4,66.7%,3.5,0.0,3.5,1.7,3.5,0.0,1.7,6.9,/profile/Andrea-Mazzon-37730/,/stats/eurocup/2005/Napoli,2005,eurocup,Andrea-Mazzon-37730,Napoli
Dusan Jelic,Makedonikos,4,16.9,13.8,5.4,9.6,56.3%,0.0,0.6,0.0%,3.0,4.8,62.5%,2.4,7.8,10.2,2.4,0.6,0.6,1.2,7.2,/profile/Dusan-Jelic-35908/,/stats/eurocup/2005/Makedonikos,2005,eurocup,Dusan-Jelic-35908,Makedonikos
Dimitrios Charitopoulos,Aris,5,6.8,13.8,4.6,11.5,40.0%,0.0,0.0,0.0%,4.6,6.9,66.7%,0.0,5.7,5.7,2.3,5.7,1.1,2.3,8.0,/profile/Dimitrios-Charitopoulos-36669/,/stats/eurocup/2005/Aris,2005,eurocup,Dimitrios-Charitopoulos-36669,Aris
Corey Albano,Napoli,10,24.1,13.7,3.1,6.4,48.7%,1.8,4.1,44.0%,2.1,3.3,65.0%,3.4,4.7,8.2,1.6,1.8,0.5,2.6,5.9,/profile/Corey-Albano-35413/,/stats/eurocup/2005/Napoli,2005,eurocup,Corey-Albano-35413,Napoli
Dan Callahan,Varese,12,15.3,13.7,6.0,8.1,73.7%,0.0,0.2,0.0%,1.7,3.6,47.1%,3.4,6.6,10.1,1.3,3.4,0.0,2.1,4.1,/profile/Dan-Callahan-35849/,/stats/eurocup/2005/Varese,2005,eurocup,Dan-Callahan-35849,Varese
Derell Washington,Varese,6,23.5,13.7,2.2,7.2,30.8%,1.7,4.7,35.3%,4.2,5.3,78.9%,2.0,3.3,5.3,1.7,1.7,0.6,3.6,2.5,/profile/Derell-Washington-35883/,/stats/eurocup/2005/Varese,2005,eurocup,Derell-Washington-35883,Varese
Ryan Stack,Aris,12,28.4,13.6,4.4,7.2,60.3%,0.6,1.3,45.5%,3.2,4.4,73.7%,2.5,4.8,7.3,1.3,1.4,1.5,2.6,3.4,/profile/Ryan-Stack-4457/,/stats/eurocup/2005/Aris,2005,eurocup,Ryan-Stack-4457,Aris
Jakov Vladovic,Zadar,9,19.9,13.6,1.5,3.3,46.7%,2.6,7.7,34.3%,2.6,4.2,63.2%,1.8,2.0,3.7,3.3,2.6,0.0,2.4,6.4,/profile/Jakov-Vladovic-36065/,/stats/eurocup/2005/Zadar,2005,eurocup,Jakov-Vladovic-36065,Zadar
Sasa Vasiljevic,Hemofarm Vrsac,16,17.4,13.6,0.7,2.5,29.4%,3.0,6.4,47.7%,3.0,3.6,84.0%,0.1,1.4,1.6,5.8,0.9,0.0,2.9,4.9,/profile/Sasa-Vasiljevic-38168/,/stats/eurocup/2005/Hemofarm%20Vrsac,2005,eurocup,Sasa-Vasiljevic-38168,Hemofarm%20Vrsac
Olivier Bardet,Cholet,12,21.9,13.6,1.3,3.6,34.8%,3.6,8.4,42.6%,0.3,0.5,66.7%,0.8,3.6,4.4,2.8,2.3,0.2,1.7,3.9,/profile/Olivier-Bardet-37542/,/stats/eurocup/2005/Cholet,2005,eurocup,Olivier-Bardet-37542,Cholet
Jovan Koprivica,Red Star,4,17.4,13.6,3.4,9.1,37.5%,0.6,2.8,20.0%,5.1,6.8,75.0%,1.1,2.3,3.4,2.3,3.4,0.0,4.0,5.1,/profile/Jovan-Koprivica-36851/,/stats/eurocup/2005/Red%20Star,2005,eurocup,Jovan-Koprivica-36851,Red%20Star
Inanc Koc,Turk Telekom,6,24.0,13.6,5.2,8.1,64.5%,0.8,3.9,20.0%,0.8,0.8,100.0%,0.8,4.4,5.2,2.1,0.8,0.3,3.9,4.7,/profile/Inanc-Koc-37918/,/stats/eurocup/2005/Turk%20Telekom,2005,eurocup,Inanc-Koc-37918,Turk%20Telekom
Mindaugas Lukauskis,Lietuvos Rytas,6,9.2,13.5,3.0,9.0,33.3%,1.5,5.2,28.6%,3.0,4.5,66.7%,4.5,4.5,9.0,3.0,3.0,0.0,3.0,5.2,/profile/Mindaugas-Lukauskis-5879/,/stats/eurocup/2005/Lietuvos%20Rytas,2005,eurocup,Mindaugas-Lukauskis-5879,Lietuvos%20Rytas
Nikolay Padius,Aris,11,13.5,13.4,2.9,6.1,47.8%,1.3,4.7,27.8%,3.7,4.7,77.8%,1.1,2.6,3.7,2.1,1.6,0.0,3.2,6.3,/profile/Nikolay-Padius-36289/,/stats/eurocup/2005/Aris,2005,eurocup,Nikolay-Padius-36289,Aris
Vuk Radivojevic,Red Star,10,27.6,13.4,3.0,6.0,50.0%,1.7,7.0,24.5%,2.3,3.6,64.0%,0.9,2.1,3.0,4.6,2.7,0.0,2.9,5.3,/profile/Vuk-Radivojevic-286/,/stats/eurocup/2005/Red%20Star,2005,eurocup,Vuk-Radivojevic-286,Red%20Star
Miroslav Raicevic,Aris,8,12.0,13.4,3.6,7.3,50.0%,1.6,4.9,33.3%,1.2,2.0,60.0%,2.0,4.5,6.5,0.4,1.2,0.8,2.8,6.1,/profile/Miroslav-Raicevic-37206/,/stats/eurocup/2005/Aris,2005,eurocup,Miroslav-Raicevic-37206,Aris
Kamil Chanas,Wroclaw,8,15.6,13.4,4.1,6.7,61.9%,0.0,1.3,0.0%,5.1,8.0,64.0%,1.6,1.9,3.5,2.2,1.6,0.0,1.9,3.5,/profile/Kamil-Chanas-37979/,/stats/eurocup/2005/Wroclaw,2005,eurocup,Kamil-Chanas-37979,Wroclaw
Bryce Drew,Valencia,3,11.2,13.4,1.2,4.9,25.0%,3.6,6.1,60.0%,0.0,0.0,0.0%,0.0,3.6,3.6,1.2,2.4,0.0,1.2,4.9,/profile/Bryce-Drew-2270/,/stats/eurocup/2005/Valencia,2005,eurocup,Bryce-Drew-2270,Valencia
Cedric Ferchaud,Cholet,12,29.4,13.4,1.7,4.0,44.1%,3.0,6.7,44.8%,0.8,1.5,53.8%,1.2,2.8,4.0,3.4,1.6,0.3,2.3,3.1,/profile/Cedric-Ferchaud-36613/,/stats/eurocup/2005/Cholet,2005,eurocup,Cedric-Ferchaud-36613,Cholet
Shawnta Rogers,Cantu,10,26.7,13.3,1.1,4.0,27.6%,2.6,6.2,42.2%,3.2,3.6,88.5%,0.6,1.7,2.2,2.2,1.1,0.0,1.4,2.9,/profile/Shawnta-Rogers-37060/,/stats/eurocup/2005/Cantu,2005,eurocup,Shawnta-Rogers-37060,Cantu
Roberto Guerra,Gran Canaria,9,22.6,13.3,3.0,5.0,60.0%,1.8,5.2,34.6%,2.0,3.0,66.7%,0.6,2.6,3.2,2.4,0.6,0.2,3.8,2.8,/profile/Roberto-Guerra-36376/,/stats/eurocup/2005/Gran%20Canaria,2005,eurocup,Roberto-Guerra-36376,Gran%20Canaria
Kostas Charalampidis,Makedonikos,9,9.1,13.3,1.5,3.4,42.9%,1.0,4.4,22.2%,7.4,8.4,88.2%,0.0,6.4,6.4,3.0,4.9,0.0,1.0,9.4,/profile/Kostas-Charalampidis-35416/,/stats/eurocup/2005/Makedonikos,2005,eurocup,Kostas-Charalampidis-35416,Makedonikos
Derrick Phelps,Den Bosch,6,32.7,13.3,3.2,6.9,45.7%,1.6,5.9,26.7%,2.2,3.2,68.8%,1.0,2.6,3.6,5.2,1.8,0.0,3.8,2.4,/profile/Derrick-Phelps-3941/,/stats/eurocup/2005/Den%20Bosch,2005,eurocup,Derrick-Phelps-3941,Den%20Bosch
Vladimir Tica,Hemofarm Vrsac,10,12.8,13.3,4.7,7.3,65.2%,0.0,1.6,0.0%,3.8,9.2,41.4%,3.2,5.4,8.5,0.3,1.3,0.9,2.8,7.6,/profile/Vladimir-Tica-37122/,/stats/eurocup/2005/Hemofarm%20Vrsac,2005,eurocup,Vladimir-Tica-37122,Hemofarm%20Vrsac
Roman Horvat,Debreceni,9,19.0,13.2,2.6,5.8,44.0%,1.9,5.3,34.8%,2.6,4.4,57.9%,0.2,2.3,2.6,0.5,0.7,0.0,1.2,3.7,/profile/Roman-Horvat-37030/,/stats/eurocup/2005/Debreceni,2005,eurocup,Roman-Horvat-37030,Debreceni
Tom Timmermans,Groningen,9,16.1,13.2,2.9,5.2,55.6%,2.0,3.5,58.3%,1.4,1.7,83.3%,2.3,4.9,7.2,0.3,1.7,0.3,2.6,8.9,/profile/Tom-Timmermans-30943/,/stats/eurocup/2005/Groningen,2005,eurocup,Tom-Timmermans-30943,Groningen
Ivars Timermanis,Ventspils,14,16.1,13.2,2.9,5.9,48.6%,1.9,4.2,44.0%,1.9,2.9,64.7%,2.4,3.9,6.3,1.5,1.0,1.0,1.5,5.4,/profile/Ivars-Timermanis-37371/,/stats/eurocup/2005/Ventspils,2005,eurocup,Ivars-Timermanis-37371,Ventspils
Roel Moors,Charleroi,14,24.1,13.2,4.3,7.5,57.1%,0.6,2.7,21.7%,2.9,5.1,55.8%,0.7,2.4,3.1,5.3,1.4,0.1,3.9,4.0,/profile/Roel-Moors-37026/,/stats/eurocup/2005/Charleroi,2005,eurocup,Roel-Moors-37026,Charleroi
Sejo Bukva,Debreceni,9,23.1,13.2,4.8,9.9,48.1%,0.0,1.5,0.0%,3.6,4.0,90.5%,2.7,6.9,9.6,1.3,1.0,1.7,3.2,4.8,/profile/Sejo-Bukva-38172/,/stats/eurocup/2005/Debreceni,2005,eurocup,Sejo-Bukva-38172,Debreceni
Charles Jones,Sofia,4,14.3,13.2,2.1,2.8,75.0%,2.8,4.2,66.7%,0.7,1.4,50.0%,0.7,3.5,4.2,2.1,2.8,0.7,1.4,5.5,/profile/Charles-Jones-3046/,/stats/eurocup/2005/Sofia,2005,eurocup,Charles-Jones-3046,Sofia
David Gautier,Cholet,12,22.1,13.2,4.2,7.7,54.0%,1.1,2.9,36.8%,1.5,3.4,45.5%,1.5,5.1,6.7,3.4,1.7,0.5,2.6,4.0,/profile/David-Gautier-36654/,/stats/eurocup/2005/Cholet,2005,eurocup,David-Gautier-36654,Cholet
Daniel Novak,Groningen,10,29.9,13.2,2.9,7.1,41.2%,1.8,5.7,31.7%,1.8,2.2,81.3%,3.1,4.2,7.3,2.7,2.1,0.0,2.7,4.5,/profile/Daniel-Novak-37801/,/stats/eurocup/2005/Groningen,2005,eurocup,Daniel-Novak-37801,Groningen
Salva Camps,Gran Canaria,10,21.2,13.1,2.1,4.2,50.0%,1.7,5.9,29.0%,3.8,5.7,66.7%,0.4,2.5,2.9,6.5,1.9,0.0,3.4,3.4,/profile/Salva-Camps-36408/,/stats/eurocup/2005/Gran%20Canaria,2005,eurocup,Salva-Camps-36408,Gran%20Canaria
Phill Jones,Cantu,9,23.1,13.0,1.6,4.6,34.6%,2.7,8.7,30.6%,1.8,2.1,83.3%,1.1,2.9,3.9,1.6,2.3,0.0,2.0,4.6,/profile/Phill-Jones-36999/,/stats/eurocup/2005/Cantu,2005,eurocup,Phill-Jones-36999,Cantu
Grygorii Khizhniak,Makedonikos,11,18.7,13.0,3.9,6.3,62.5%,0.0,0.0,0.0%,5.1,5.9,86.7%,4.9,7.5,12.4,1.0,0.8,3.7,2.8,5.5,/profile/Grygorii-Khizhniak-35491/,/stats/eurocup/2005/Makedonikos,2005,eurocup,Grygorii-Khizhniak-35491,Makedonikos
Argyris Daliaris,Makedonikos,6,12.0,13.0,6.2,9.0,68.8%,0.0,0.0,0.0%,0.6,1.7,33.3%,1.1,6.2,7.3,1.1,1.1,0.0,1.1,7.3,/profile/Argyris-Daliaris-35384/,/stats/eurocup/2005/Makedonikos,2005,eurocup,Argyris-Daliaris-35384,Makedonikos
Paco Vazquez,Joventut,12,21.5,13.0,1.7,3.4,50.0%,2.5,6.0,41.0%,2.2,2.6,82.4%,0.6,1.9,2.5,2.3,1.2,0.0,1.9,4.9,/profile/Paco-Vazquez-36307/,/stats/eurocup/2005/Joventut,2005,eurocup,Paco-Vazquez-36307,Joventut
Alessandro De Pol,Varese,12,23.8,12.9,2.9,5.5,52.5%,1.8,4.1,43.3%,1.8,3.0,59.1%,2.5,5.6,8.1,1.2,2.2,0.6,2.9,3.7,/profile/Alessandro-De-Pol-35366/,/stats/eurocup/2005/Varese,2005,eurocup,Alessandro-De-Pol-35366,Varese
Alekzandar Jevdic,Lasko,10,29.6,12.8,2.6,4.1,62.1%,1.6,4.7,33.3%,3.0,3.6,84.0%,1.4,3.6,5.0,0.1,2.4,0.0,1.4,4.4,/profile/Alekzandar-Jevdic-37711/,/stats/eurocup/2005/Lasko,2005,eurocup,Alekzandar-Jevdic-37711,Lasko
Velimir Radinovic,FMP Belgrade,10,13.7,12.8,4.4,8.4,51.7%,0.0,0.0,0.0%,4.1,5.0,82.4%,1.5,5.5,7.0,0.3,0.9,1.2,3.5,8.2,/profile/Velimir-Radinovic-30938/,/stats/eurocup/2005/FMP%20Belgrade,2005,eurocup,Velimir-Radinovic-30938,FMP%20Belgrade
Derrick Davenport,Turk Telekom,4,25.8,12.8,3.3,14.3,23.1%,1.1,3.3,33.3%,2.9,3.7,80.0%,3.7,5.1,8.8,1.1,1.1,0.7,2.9,5.8,/profile/Derrick-Davenport-37272/,/stats/eurocup/2005/Turk%20Telekom,2005,eurocup,Derrick-Davenport-37272,Turk%20Telekom
Sinisa Kelecevic,Cantu,8,23.6,12.7,4.1,7.8,52.5%,0.8,2.4,33.3%,2.2,3.5,61.1%,2.7,4.3,7.1,1.0,1.0,0.4,2.5,4.3,/profile/Sinisa-Kelecevic-37063/,/stats/eurocup/2005/Cantu,2005,eurocup,Sinisa-Kelecevic-37063,Cantu
Bryant Smith,Sofia,6,37.8,12.7,3.7,7.7,47.7%,0.5,2.8,18.8%,3.8,5.2,73.3%,2.1,3.0,5.1,2.4,2.8,0.2,3.3,1.9,/profile/Bryant-Smith-37227/,/stats/eurocup/2005/Sofia,2005,eurocup,Bryant-Smith-37227,Sofia
Elad Eliyahu,Hapoel Jerusalem,5,1.3,12.7,6.4,6.4,100.0%,0.0,6.4,0.0%,0.0,0.0,0.0%,6.4,6.4,12.7,6.4,0.0,0.0,0.0,6.4,/profile/Elad-Eliyahu-37295/,/stats/eurocup/2005/Hapoel%20Jerusalem,2005,eurocup,Elad-Eliyahu-37295,Hapoel%20Jerusalem
Rolandas Jarutis,Lietuvos Rytas,12,17.1,12.7,2.6,5.0,52.0%,1.2,4.4,27.3%,3.8,5.0,76.0%,0.0,1.8,1.8,5.6,1.8,0.0,1.6,5.4,/profile/Rolandas-Jarutis-38149/,/stats/eurocup/2005/Lietuvos%20Rytas,2005,eurocup,Rolandas-Jarutis-38149,Lietuvos%20Rytas
Maciej Zielinski,Wroclaw,11,20.8,12.7,3.0,5.7,51.5%,1.2,3.8,31.8%,3.1,4.2,75.0%,1.2,3.0,4.2,1.9,0.9,0.0,3.0,3.5,/profile/Maciej-Zielinski-36193/,/stats/eurocup/2005/Wroclaw,2005,eurocup,Maciej-Zielinski-36193,Wroclaw
Dragan Jankovski,Den Bosch,8,8.4,12.7,1.2,4.6,25.0%,2.3,5.2,44.4%,3.5,5.8,60.0%,0.6,3.5,4.0,2.9,2.9,0.0,4.6,8.1,/profile/Dragan-Jankovski-37829/,/stats/eurocup/2005/Den%20Bosch,2005,eurocup,Dragan-Jankovski-37829,Den%20Bosch
Martin Kohlmaier,Kapfenberg,10,23.6,12.7,4.5,10.2,44.4%,0.0,0.6,0.0%,3.6,5.1,70.4%,2.6,5.1,7.7,1.7,0.6,0.8,3.6,5.5,/profile/Martin-Kohlmaier-37487/,/stats/eurocup/2005/Kapfenberg,2005,eurocup,Martin-Kohlmaier-37487,Kapfenberg
Dimitri Jorssen,Liege,10,18.0,12.6,5.1,10.1,50.0%,0.0,0.0,0.0%,2.5,3.8,66.7%,2.1,4.2,6.3,0.8,0.4,1.7,2.9,7.0,/profile/Dimitri-Jorssen-36670/,/stats/eurocup/2005/Liege,2005,eurocup,Dimitri-Jorssen-36670,Liege
Hasan Rizvic,Lasko,10,25.8,12.6,5.6,10.8,51.5%,0.0,0.0,0.0%,1.5,2.9,50.0%,2.5,5.6,8.0,0.5,1.3,1.6,2.5,5.1,/profile/Hasan-Rizvic-285/,/stats/eurocup/2005/Lasko,2005,eurocup,Hasan-Rizvic-285,Lasko
Pape-Philippe Amagou,Le Mans,10,21.6,12.6,2.3,4.4,52.2%,1.5,5.1,29.6%,3.4,5.0,69.2%,0.6,1.7,2.3,4.0,1.3,0.0,1.5,3.4,/profile/Pape-Philippe-Amagou-186/,/stats/eurocup/2005/Le%20Mans,2005,eurocup,Pape-Philippe-Amagou-186,Le%20Mans
Fedor Likholitov,Dynamo Moscow,8,13.0,12.6,5.7,11.0,51.7%,0.0,0.0,0.0%,1.1,2.7,42.9%,3.8,6.9,10.7,1.1,1.1,4.6,3.4,8.0,/profile/Fedor-Likholitov-37313/,/stats/eurocup/2005/Dynamo%20Moscow,2005,eurocup,Fedor-Likholitov-37313,Dynamo%20Moscow
Shaun Stonerook,Cantu,8,23.3,12.5,2.0,4.8,41.7%,1.6,3.0,53.3%,3.8,4.6,82.6%,1.4,6.4,7.8,3.4,3.4,0.6,6.0,6.8,/profile/Shaun-Stonerook-5215/,/stats/eurocup/2005/Cantu,2005,eurocup,Shaun-Stonerook-5215,Cantu
Gavrilo Pajovic,Buducnost,10,17.4,12.5,2.0,3.8,52.9%,2.7,6.9,38.7%,0.4,0.4,100.0%,0.9,2.2,3.1,4.5,1.8,0.0,3.6,2.0,/profile/Gavrilo-Pajovic-36748/,/stats/eurocup/2005/Buducnost,2005,eurocup,Gavrilo-Pajovic-36748,Buducnost
Michael Nurse,Benfica Lisbon,10,27.1,12.5,2.8,5.8,47.5%,1.6,4.8,33.3%,2.2,2.6,83.3%,0.6,2.3,2.9,5.9,1.7,0.0,4.6,4.2,/profile/Michael-Nurse-38051/,/stats/eurocup/2005/Benfica%20Lisbon,2005,eurocup,Michael-Nurse-38051,Benfica%20Lisbon
Martin Cattalini,Joventut,5,18.6,12.4,2.6,4.7,54.5%,1.7,3.4,50.0%,2.1,3.0,71.4%,2.1,3.9,6.0,3.0,2.1,0.0,2.6,3.0,/profile/Martin-Cattalini-36217/,/stats/eurocup/2005/Joventut,2005,eurocup,Martin-Cattalini-36217,Joventut
Dirk Madrich,Bamberg,5,9.5,12.4,6.2,8.0,77.8%,0.0,0.0,0.0%,0.0,0.0,0.0%,1.8,6.2,8.0,0.9,0.0,0.0,3.6,8.9,/profile/Dirk-Madrich-115/,/stats/eurocup/2005/Bamberg,2005,eurocup,Dirk-Madrich-115,Bamberg
